//TABELA COM CÓDIGO IBGE ATUALIZADO DE ACORDO COM TABELA SPEED FISCAL...
UF|MUNICIPIO               |CEP     |IBGE
DF|Cruzeiro             |00000000|5300108051
DF|Gama                 |00000000|5300108050
DF|Guará                |00000000|5300108051
DF|Lago Norte           |00000000|5300108052
DF|Lago Sul             |00000000|5300108052
DF|Núcleo Bandeirante   |00000000|5300108051
DF|Paranoá              |00000000|5300108051
DF|Planaltina           |00000000|5300108051
DF|Recanto das Emas     |00000000|5300108052
DF|Riacho Fundo         |00000000|5300108051
DF|Samambaia            |00000000|5300108051
DF|Santa Maria          |00000000|5300108052
DF|São Sebastião        |00000000|5300108053
DF|Sobradinho           |00000000|5300108051
DF|Taguatinga           |00000000|5300108050
ES|Acioli               |29687000|0000000
ES|Afonso Cláudio       |29600000|3200102
ES|Aghá                 |29287000|0000000
ES|Água Doce do Norte   |29820000|3200169
ES|Águia Branca         |29795000|3200136
ES|Airituba             |29477000|0000000
ES|Alegre               |29500000|3200201
ES|Alfredo Chaves       |29240000|3200300
ES|Alto Calçado         |29475000|0000000
ES|Alto Caldeirão       |29656000|0000000
ES|Alto Castelinho      |29296000|0000000
ES|Alto Mutum Preto     |29737000|0000000
ES|Alto Rio Novo        |29760000|3200359
ES|Alto Santa Maria     |29662000|0000000
ES|Anchieta             |29230000|3200409
ES|Ângelo Frechiani     |29719000|0000000
ES|Anutiba              |29530000|0000000
ES|Apiacá               |29450000|3200508
ES|Araçatiba            |29138000|0000000
ES|Aracê                |29278000|0000000
ES|Aracruz                       |29190000|3200607
ES|Aracui                        |29365000|0000000
ES|Araguaia                      |29258000|0000000
ES|Araraí                        |29535000|0000000
ES|Argolas                       |00000000|0000000
ES|Atílio Vivácqua               |29490000|3200706
ES|Baía Nova                     |29227000|0000000
ES|Baixo Guandu                  |29730000|3200805
ES|Barra de Novo Brasil          |29723000|0000000
ES|Barra de São Francisco        |29800000|3200904
ES|Barra do Itapemirim           |29349000|0000000
ES|Barra Nova                    |29932000|0000000
ES|Barra Seca                    |29954000|0000000
ES|Baunilha                      |29712000|0000000
ES|Bebedouro                     |29915000|0000000
ES|Boa Esperança                 |29845000|3201001
ES|Boapaba                       |29710000|0000000
ES|Bom Jesus do Norte            |29460000|3201100
ES|Bonsucesso                    |29458000|0000000
ES|Braço do Rio                  |29967000|0000000
ES|Brejetuba                     |29630000|3201159
ES|Burarama                      |29327000|0000000
ES|Cachoeirinha de Itaúna        |29805000|0000000
ES|Cachoeiro de Itapemirim       |00000000|3201209
ES|Café                          |29515000|0000000
ES|Calogi                        |29184000|0000000
ES|Câmara                        |29485000|0000000
ES|Carapina                      |00000000|0000000
ES|Cariacica                     |00000000|3201308
ES|Castelo                       |29360000|3201407
ES|Celina                        |29510000|0000000
ES|Colatina                      |00000000|3201506
ES|Conceição da Barra            |29960000|3201605
ES|Conceição do Castelo          |29370000|3201704
ES|Conceição do Muqui            |29410000|0000000
ES|Conduru                       |29329000|0000000
ES|Coqueiral                     |29195000|0000000
ES|Córrego dos Monos             |29328000|0000000
ES|Cotaxe                        |29855000|0000000
ES|Cristal do Norte              |29978000|0000000
ES|Crubixá                       |29242000|0000000
ES|Desengano                     |29916000|0000000
ES|Divino de São Lourenço        |29590000|3201803
ES|Divino Espírito Santo         |29479000|0000000
ES|Djalma Coutinho               |29642000|0000000
ES|Domingos Martins              |29260000|3201902
ES|Dona América                  |29445000|0000000
ES|Dores do Rio Preto            |29580000|3202009
ES|Duas Barras                   |29283000|0000000
ES|Ecoporanga                    |29850000|3202108
ES|Estrela do Norte              |29367000|0000000
ES|Fartura                       |29783000|0000000
ES|Fazenda Guandu                |29609000|0000000
ES|Fundão                        |29185000|3202207
ES|Garrafão                      |29649000|0000000
ES|Gironda                       |29326000|0000000
ES|Goiabeiras                    |00000000|0000000
ES|Governador Lacerda de Aguiar  |29826000|0000000
ES|Governador Lindenberg         |29720000|3202256
ES|Graça Aranha       |29716000|0000000
ES|Gruta              |29324000|0000000
ES|Guaçuí             |29560000|3202306
ES|Guaraná            |29199000|0000000
ES|Guarapari          |00000000|3202405
ES|Guararema          |29842000|0000000
ES|Ibatiba            |29395000|3202454
ES|Ibes               |00000000|0000000
ES|Ibicaba            |29612000|0000000
ES|Ibiraçu            |29670000|3202504
ES|Ibitirama          |29540000|3202553
ES|Ibitiruí           |29244000|0000000
ES|Ibituba            |29740000|0000000
ES|Iconha             |29280000|3202603
ES|Imburana           |29853000|0000000
ES|Iriritiba          |29238000|0000000
ES|Irundi             |29189000|0000000
ES|Irupi              |29398000|3202652
ES|Isabel             |29263000|0000000
ES|Itabaiana          |29884000|0000000
ES|Itaçu              |29697000|0000000
ES|Itaguaçu           |29690000|3202702
ES|Itaici             |29388000|0000000
ES|Itaimbé            |29695000|0000000
ES|Itaipava           |29338000|0000000
ES|Itamira            |29889000|0000000
ES|Itaóca             |29325000|0000000
ES|Itapecoá           |29335000|0000000
ES|Itapemirim         |29330000|3202801
ES|Itaperuna          |29812000|0000000
ES|Itapina            |29714000|0000000
ES|Itaquari           |00000000|0000000
ES|Itaraná            |29620000|3202900
ES|Itaúnas            |29965000|0000000
ES|Itauninhas         |29944000|0000000
ES|Iúna               |29390000|3203007
ES|Jabaquara          |29236000|0000000
ES|Jacaraipe          |29160000|0000000
ES|Jaciguá            |29297000|0000000
ES|Jacupemba          |29193000|0000000
ES|Jaguaré            |29950000|3203056
ES|Jerônimo Monteiro  |29550000|3203106
ES|Joaçuba            |29860000|0000000
ES|João Neiva         |29680000|3203130
ES|Joatuba            |29617000|0000000
ES|José Carlos        |29455000|0000000
ES|Jucu               |00000000|0000000
ES|Jurama             |29793000|0000000
ES|Lajinha            |29755000|0000000
ES|Laranja da Terra   |29615000|3203163
ES|Limoeiro           |29369000|0000000
ES|Linhares           |00000000|3203205
ES|Mangaraí           |29644000|0000000
ES|Mantenópolis       |29770000|3203304
ES|Marataízes         |29345000|3203320
ES|Marechal Floriano  |29255000|3203346
ES|Marilândia         |29725000|3203353
ES|Matilde            |29248000|0000000
ES|Melgaço            |29276000|0000000
ES|Menino Jesus               |29384000|0000000
ES|Mimoso do Sul              |29400000|3203403
ES|Montanha                   |29890000|3203502
ES|Monte Carmelo do Rio Novo  |29767000|0000000
ES|Monte Pio                  |29368000|0000000
ES|Monte Sinai                |29807000|0000000
ES|Mucurici                   |29880000|3203601
ES|Mundo Novo                 |29585000|0000000
ES|Muniz Freire               |29380000|3203700
ES|Muqui                      |29480000|3203809
ES|Nestor Gomes               |29942000|0000000
ES|Nossa Senhora de Fátima    |29957000|0000000
ES|Nova Almeida               |00000000|0000000
ES|Nova Canaã                 |29333000|0000000
ES|Nova Venécia               |29830000|3203908
ES|Nova Verona                |29940000|0000000
ES|Novo Brasil                |29724000|0000000
ES|Novo Horizonte             |29852000|0000000
ES|Pacotuba                   |29323000|0000000
ES|Paineiras                  |29342000|0000000
ES|Palmeira                   |29699000|0000000
ES|Palmerino                  |29764000|0000000
ES|Pancas                     |29750000|3204005
ES|Paraju                     |29273000|0000000
ES|Paulista                   |29815000|0000000
ES|Pedro Canário              |29970000|3204054
ES|Pendanga                   |29675000|0000000
ES|Pequiá                     |29392000|0000000
ES|Perdição                   |29394000|0000000
ES|Piaçu                      |29386000|0000000
ES|Pinheiros                  |29980000|3204104
ES|Piracema                   |29607000|0000000
ES|Piúma                      |29285000|3204203
ES|Ponte de Itabapoana        |29440000|0000000
ES|Ponto Belo                 |29885000|3204252
ES|Pontões                    |29604000|0000000
ES|Porangá                    |29817000|0000000
ES|Porto Barra do Riacho      |29197000|0000000
ES|Praia Grande               |29187000|0000000
ES|Presidente Kennedy         |29350000|3204302
ES|Princesa                   |29293000|0000000
ES|Prosperidade               |29299000|0000000
ES|Queimado                   |29183000|0000000
ES|Quilômetro 14 do Mutum     |29735000|0000000
ES|Regência                   |29914000|0000000
ES|Riacho                     |29198000|0000000
ES|Ribeirão do Cristo         |29250000|0000000
ES|Rio Bananal                |29920000|3204351
ES|Rio Calcado                |29226000|0000000
ES|Rio Muqui                  |29340000|0000000
ES|Rio Novo do Sul            |29290000|3204401
ES|Rio Preto                  |29841000|0000000
ES|Rive                       |29520000|0000000
ES|Sagrada Família            |29253000|0000000
ES|Santa Angélica             |29525000|0000000
ES|Santa Cruz                 |29196000|0000000
ES|Santa Cruz de Irupi        |29399000|0000000
ES|Santa Júlia                |29669000|0000000
ES|Santa Leopoldina           |29640000|3204500
ES|Santa Luzia de Mantenópolis     |29772000|0000000
ES|Santa Luzia do Azul             |29823000|0000000
ES|Santa Luzia do Norte            |29856000|0000000
ES|Santa Maria de Jetibá           |29645000|3204559
ES|Santa Maria de Marechal         |29259000|0000000
ES|Santa Marta                     |29545000|0000000
ES|Santa Teresa                    |29650000|3204609
ES|Santa Terezinha                 |29875000|0000000
ES|Santíssima Trindade             |29393000|0000000
ES|Santo Agostinho                 |29824000|0000000
ES|Santo Antônio                   |29810000|0000000
ES|Santo Antônio do Canaã          |29654000|0000000
ES|Santo Antônio do Muqui          |29407000|0000000
ES|Santo Antônio do Pousalegre     |29848000|0000000
ES|Santo Antônio do Quinze         |29839000|0000000
ES|São Domingos do Norte           |29745000|3204658
ES|São Francisco                   |29748000|0000000
ES|São Francisco Xavier do Guandu  |29613000|0000000
ES|São Gabriel da Palha            |29780000|3204708
ES|São Geraldo                     |29776000|0000000
ES|São Jacinto                     |29667000|0000000
ES|São João de Petrópolis          |29660000|0000000
ES|São João de Viçosa              |29378000|0000000
ES|São João do Norte               |29537000|0000000
ES|São João do Príncipe            |29391000|0000000
ES|São João do Sobrado             |29985000|0000000
ES|São Jorge da Barra Seca         |29790000|0000000
ES|São Jorge do Oliveira           |29635000|0000000
ES|São Jorge do Tiradentes         |29925000|0000000
ES|São José das Torres             |29420000|0000000
ES|São José de Fruteiras           |29298000|0000000
